Cluster	category	obsRatio	expRatio	bgRatio	foldEnrich	pvalue	ontology	BH	Description	numDEInCat	numInCat	Foreground	Background	geneID	geneNames
F20	GO:0016020	230/514	96/514	1369/7365	2.4	1.2809295991041e-20	CC	8.51241765084628e-17	(CC) membrane	230	1369	514	7365	O00139/O00159/O00203/O00299/O00410/O14578/O14617/O14980/O15355/O43823/O60306/O60664/O60763/O75179/O75400/O75569/O75643/O76021/O94906/O95793/P00338/P04406/P05198/P05388/P06733/P06748/P07195/P07737/P07814/P07910/P09874/P11413/P11586/P11940/P12956/P13010/P13639/P14866/P14868/P15311/P15880/P17812/P18124/P19338/P19525/P20700/P21333/P22087/P22234/P22626/P23396/P23528/P25205/P25398/P26196/P26373/P26599/P26641/P27348/P27635/P27708/P28340/P30041/P30876/P31943/P33176/P33992/P33993/P35579/P36578/P38432/P39019/P39748/P40222/P40429/P41252/P42694/P42704/P43243/P43246/P46013/P46776/P46777/P46778/P46781/P46783/P47914/P48634/P49327/P49588/P50395/P50914/P50995/P51114/P51116/P51610/P52272/P52292/P52597/P52732/P53618/P53621/P54136/P55060/P55209/P55265/P56192/P57678/P58107/P60228/P60660/P60842/P60866/P61221/P61313/P61353/P62081/P62241/P62249/P62269/P62280/P62424/P62753/P62829/P62841/P62847/P62899/P62910/P62913/P62917/P63010/P63241/P78344/P78527/P83731/P84098/Q00610/Q00839/Q01970/Q02543/Q02878/Q04637/Q07020/Q07065/Q07666/Q08211/Q09666/Q12789/Q12905/Q12906/Q13200/Q13813/Q14008/Q14152/Q14203/Q14204/Q14444/Q14789/Q14974/Q14C86/Q15021/Q15029/Q15149/Q15154/Q15233/Q15365/Q15366/Q15717/Q16666/Q1KMD3/Q5SRE5/Q5T4S7/Q5VYK3/Q63HN8/Q6P2E9/Q6P2Q9/Q6PKG0/Q6Y7W6/Q71RC2/Q7KZF4/Q7L014/Q7Z417/Q7Z6Z7/Q86V81/Q86VP6/Q86XP3/Q8IWX8/Q8N1F7/Q8N684/Q8N7H5/Q8NC51/Q8TEQ6/Q8TEX9/Q8WUM4/Q8WWM7/Q92499/Q92616/Q92621/Q92841/Q92945/Q93008/Q96HC4/Q96I24/Q99700/Q9BPX3/Q9BQ39/Q9BSJ8/Q9H0A0/Q9H0D6/Q9H0S4/Q9H307/Q9HC35/Q9NR09/Q9NR30/Q9NSD9/Q9NTK5/Q9NUL3/Q9NUQ8/Q9NVI1/Q9NZB2/Q9P258/Q9P2E9/Q9UHI6/Q9UMS4/Q9UPN3/Q9UQ80/Q9Y265/Q9Y2X3/Q9Y520/Q9Y6E2	KIF2A/MYO1C/AP3B1/CLIC1/IPO5/CIT/AP3D1/XPO1/PPM1G/AKAP8/AQR/PLIN3/USO1/ANKRD17/PRPF40A/PRKRA/SNRNP200/RSL1D1/PRPF6/STAU1/LDHA/GAPDH/EIF2S1/RPLP0/ENO1/NPM1/LDHB/PFN1/EPRS/HNRNPC/PARP1/G6PD/MTHFD1/PABPC1/XRCC6/XRCC5/EEF2/HNRNPL/DARS/EZR/RPS2/CTPS1/RPL7/NCL/EIF2AK2/LMNB1/FLNA/FBL/PAICS/HNRNPA2B1/RPS3/CFL1/MCM3/RPS12/DDX6/RPL13/PTBP1/EEF1G/YWHAQ/RPL10/CAD/POLD1/PRDX6/POLR2B/HNRNPH1/KIF5B/MCM5/MCM7/MYH9/RPL4/COIL/RPS19/FEN1/TXLNA/RPL13A/IARS/HELZ/LRPPRC/MATR3/MSH2/MKI67/RPL27A/RPL5/RPL21/RPS9/RPS10/RPL29/PRRC2A/FASN/AARS/GDI2/RPL14/ANXA11/FXR1/FXR2/HCFC1/HNRNPM/KPNA2/HNRNPF/KIF11/COPB1/COPA/RARS/CSE1L/NAP1L1/ADAR/MARS/GEMIN4/EPPK1/EIF3E/MYL6/EIF4A1/RPS20/ABCE1/RPL15/RPL27/RPS7/RPS8/RPS16/RPS18/RPS11/RPL7A/RPS6/RPL23/RPS15/RPS24/RPL31/RPL32/RPL11/RPL8/AP2B1/EIF5A/EIF4G2/PRKDC/RPL24/RPL19/CLTC/HNRNPU/PLCB3/RPL18A/RPL6/EIF4G1/RPL18/CKAP4/KHDRBS1/DHX9/AHNAK/GTF3C1/ILF2/ILF3/PSMD2/SPTAN1/CKAP5/EIF3A/DCTN1/DYNC1H1/CAPRIN1/GOLGB1/KPNB1/GAPVD1/NCAPD2/EFTUD2/PLEC/PCM1/NONO/PCBP1/PCBP2/ELAVL1/IFI16/HNRNPUL2/NUP188/UBR4/ECPAS/RNF213/EDC4/PRPF8/LARP1/GIGYF2/LARP4/SND1/DDX46/NUFIP2/HUWE1/ALYREF/CAND1/DDX42/CHERP/NUP93/CPSF7/PAF1/SERBP1/GEMIN5/IPO4/PDCD6IP/ATXN2L/DDX1/GCN1/NUP205/DDX17/KHSRP/USP9X/PDLIM5/FUBP3/ATXN2/NCAPG/DDX50/ESYT1/NAT10/XRN2/DDX47/PNN/EML4/BIRC6/DDX21/FARSB/OLA1/STAU2/ABCF3/FANCI/FAM120A/RCC2/RRBP1/DDX20/PRPF19/MACF1/PA2G4/RUVBL1/NOP58/PRRC2C/BZW2
F20	GO:1990904	57/514	9/514	120/7365	6.33	7.64863412918688e-16	CC	3.38859987370076e-12	(CC) ribonucleoprotein complex	57	120	514	7365	O14979/O14980/O43390/O43707/P04406/P05388/P05455/P06748/P07814/P11388/P11940/P13010/P13639/P14866/P18124/P19338/P22626/P23396/P36578/P40429/P42704/P46777/P46781/P51991/P52272/P52948/P61353/P62081/P62241/P62753/P62995/P67809/P98179/Q00839/Q02880/Q08211/Q09161/Q12789/Q12905/Q12906/Q13148/Q13151/Q13283/Q13310/Q14103/Q14137/Q15029/Q15427/Q15717/Q4G0J3/Q92499/Q96EP5/Q96PK6/Q99700/Q99729/Q9UN86/Q9Y265	HNRNPDL/XPO1/HNRNPR/ACTN4/GAPDH/RPLP0/SSB/NPM1/EPRS/TOP2A/PABPC1/XRCC5/EEF2/HNRNPL/RPL7/NCL/HNRNPA2B1/RPS3/RPL4/RPL13A/LRPPRC/RPL5/RPS9/HNRNPA3/HNRNPM/NUP98/RPL27/RPS7/RPS8/RPS6/TRA2B/YBX1/RBM3/HNRNPU/TOP2B/DHX9/NCBP1/GTF3C1/ILF2/ILF3/TARDBP/HNRNPA0/G3BP1/PABPC4/HNRNPD/BOP1/EFTUD2/SF3B4/ELAVL1/LARP7/DDX1/DAZAP1/RBM14-RBM4/RBM14/ATXN2/HNRNPAB/G3BP2/RUVBL1
F20	GO:0016607	61/514	21/514	289/7365	2.9	1.73693780134511e-14	CC	5.77141007941946e-11	(CC) nuclear speck	61	289	514	7365	O00571/O43143/O43290/O75400/O75494/O75533/O94906/P02545/P18583/P23246/P29401/P49750/P49756/P84103/P98175/Q00839/Q01081/Q05519/Q07065/Q12874/Q13148/Q13242/Q13247/Q13427/Q13435/Q14498/Q14671/Q14966/Q15029/Q15233/Q15365/Q15459/Q16629/Q16666/Q2TAY7/Q66PJ3/Q6P2Q9/Q6PD62/Q7L014/Q86V81/Q86VM9/Q86XP3/Q8IYB3/Q8WWM7/Q8WXA9/Q8WXF1/Q92841/Q96MU7/Q96PK6/Q96T37/Q9BWF3/Q9H307/Q9HCG8/Q9NTJ3/Q9NYF8/Q9UBU9/Q9UKV3/Q9UMS4/Q9UQ35/Q9Y2W1/Q9Y383	DDX3X/DHX15/SART1/PRPF40A/SRSF10/SF3B1/PRPF6/LMNA/SON/SFPQ/TKT/YLPM1/RBM25/SRSF3/RBM10/HNRNPU/U2AF1L5/U2AF1/SRSF11/CKAP4/SF3A3/TARDBP/SRSF9/SRSF6/PPIG/SF3B2/RBM39/PUM1/ZNF638/EFTUD2/NONO/PCBP1/SF3A1/SRSF7/IFI16/SMU1/ARL6IP4/PRPF8/CTR9/DDX46/ALYREF/ZC3H18/DDX42/SRRM1/ATXN2L/SREK1/PSPC1/DDX17/YTHDC1/RBM14-RBM4/RBM14/RBM15/RBM4/PNN/CWC22/SMC4/BCLAF1/NXF1/ACIN1/PRPF19/SRRM2/THRAP3/LUC7L2
F20	GO:0005654	236/514	146/514	2084/7365	1.62	1.21465594652468e-13	CC	3.2287984370519e-10	(CC) nucleoplasm	236	2084	514	7365	O00159/O14979/O14980/O15042/O15355/O43143/O43290/O43390/O43592/O43670/O43684/O43719/O43823/O60306/O60832/O75400/O75494/O75533/O75569/O75643/O94906/O95347/P02545/P06748/P07910/P09874/P09960/P11388/P12270/P12956/P13010/P13489/P14866/P15880/P17480/P18754/P19338/P20700/P22087/P22314/P22626/P23246/P23396/P25205/P25398/P26583/P26599/P27708/P28340/P28482/P29144/P29401/P30414/P30876/P31942/P31943/P33992/P33993/P35269/P35637/P38432/P39019/P39748/P40763/P42704/P43246/P46777/P46781/P46783/P48634/P49321/P49750/P50990/P50991/P50995/P51610/P51991/P52272/P52292/P52597/P52701/P52948/P54136/P55060/P55072/P55265/P57678/P60228/P60866/P62081/P62140/P62241/P62249/P62269/P62280/P62318/P62753/P62829/P62841/P62847/P62851/P62913/P62995/P63104/P63151/P63244/P67809/P68036/P78527/P84103/P98179/Q00839/Q01081/Q01085/Q01970/Q02790/Q02880/Q05519/Q07666/Q08211/Q08J23/Q09161/Q10570/Q12788/Q12789/Q12874/Q12906/Q12926/Q13148/Q13151/Q13200/Q13242/Q13247/Q13263/Q13427/Q13435/Q14103/Q14137/Q14151/Q14258/Q14498/Q14671/Q14683/Q14690/Q14966/Q14974/Q14978/Q15021/Q15029/Q15233/Q15365/Q15366/Q15393/Q15424/Q15427/Q15459/Q15717/Q16531/Q16629/Q16666/Q16881/Q1KMD3/Q29RF7/Q4G0J3/Q5H9R7/Q5T4S7/Q6P2E9/Q6P2Q9/Q6PD62/Q7KZ85/Q7L014/Q7Z417/Q7Z6Z7/Q86V81/Q86VP6/Q86X51/Q86X55/Q86XP3/Q8IWX8/Q8IYB3/Q8IZL8/Q8N163/Q8N684/Q8N7H5/Q8NI36/Q8TEQ6/Q8WUA2/Q8WXA9/Q8WXF1/Q92499/Q92541/Q92598/Q92804/Q92841/Q92900/Q92945/Q93009/Q96AE4/Q96EP5/Q96MU7/Q96PK6/Q96T37/Q99729/Q99873/Q9BUJ2/Q9BUQ8/Q9BWF3/Q9BXP5/Q9H0A0/Q9H0D6/Q9H0S4/Q9H6R4/Q9HAV4/Q9HCG8/Q9NR30/Q9NTJ3/Q9NTZ6/Q9NVI1/Q9NWH9/Q9NXF1/Q9NXG2/Q9NYF8/Q9UBU9/Q9UHI6/Q9UKV3/Q9UMS4/Q9UPT8/Q9UPU5/Q9UQ35/Q9Y265/Q9Y266/Q9Y2W1/Q9Y2X3/Q9Y3F4/Q9Y3I0/Q9Y4A5	MYO1C/HNRNPDL/XPO1/U2SURP/PPM1G/DHX15/SART1/HNRNPR/XPOT/ZNF207/BUB3/HTATSF1/AKAP8/AQR/DKC1/PRPF40A/SRSF10/SF3B1/PRKRA/SNRNP200/PRPF6/SMC2/LMNA/NPM1/HNRNPC/PARP1/LTA4H/TOP2A/TPR/XRCC6/XRCC5/RNH1/HNRNPL/RPS2/UBTF/RCC1/NCL/LMNB1/FBL/UBA1/HNRNPA2B1/SFPQ/RPS3/MCM3/RPS12/HMGB2/PTBP1/CAD/POLD1/MAPK1/TPP2/TKT/NKTR/POLR2B/HNRNPH3/HNRNPH1/MCM5/MCM7/GTF2F1/FUS/COIL/RPS19/FEN1/STAT3/LRPPRC/MSH2/RPL5/RPS9/RPS10/PRRC2A/NASP/YLPM1/CCT8/CCT4/ANXA11/HCFC1/HNRNPA3/HNRNPM/KPNA2/HNRNPF/MSH6/NUP98/RARS/CSE1L/VCP/ADAR/GEMIN4/EIF3E/RPS20/RPS7/PPP1CB/RPS8/RPS16/RPS18/RPS11/SNRPD3/RPS6/RPL23/RPS15/RPS24/RPS25/RPL11/TRA2B/YWHAZ/PPP2R2A/RACK1/YBX1/UBE2L3/PRKDC/SRSF3/RBM3/HNRNPU/U2AF1L5/U2AF1/TIAL1/PLCB3/FKBP4/TOP2B/SRSF11/KHDRBS1/DHX9/NSUN2/NCBP1/CPSF1/TBL3/GTF3C1/SF3A3/ILF3/ELAVL2/TARDBP/HNRNPA0/PSMD2/SRSF9/SRSF6/TRIM28/PPIG/SF3B2/HNRNPD/BOP1/SAFB2/TRIM25/RBM39/PUM1/SMC1A/PDCD11/ZNF638/KPNB1/NOLC1/NCAPD2/EFTUD2/NONO/PCBP1/PCBP2/SF3B3/SAFB/SF3B4/SF3A1/ELAVL1/DDB1/SRSF7/IFI16/TXNRD1/HNRNPUL2/PDS5A/LARP7/PPP6R3/UBR4/EDC4/PRPF8/CTR9/SUPT6H/DDX46/NUFIP2/HUWE1/ALYREF/CAND1/EZHIP/CARM1/DDX42/CHERP/SRRM1/PELP1/CCAR2/CPSF7/PAF1/WDR36/GEMIN5/PPIL4/SREK1/PSPC1/DDX1/RTF1/HSPH1/TAF15/DDX17/UPF1/KHSRP/USP7/FUBP1/DAZAP1/YTHDC1/RBM14-RBM4/RBM14/RBM15/HNRNPAB/PRMT1/HNRNPUL1/DDX23/RBM4/SRRT/NAT10/XRN2/DDX47/NOL6/XPO5/CWC22/DDX21/SMC4/RBM12/FANCI/SLTM/TEX10/THUMPD1/BCLAF1/NXF1/DDX20/ACIN1/PRPF19/ZC3H4/USP24/SRRM2/RUVBL1/NUDC/THRAP3/NOP58/STRAP/RTCB/TRRAP
F20	GO:0000398	66/514	16/514	218/7365	4.12	4.09710449004653e-13	BP	9.0757692962014e-10	(BP) mRNA splicing, via spliceosome	66	218	514	7365	O15042/O43143/O43290/O43390/O43719/O60306/O75400/O75494/O75533/O75643/O94906/P07910/P11940/P14866/P22626/P26599/P30876/P31942/P31943/P35269/P35637/P51991/P52272/P52597/P62318/P62995/P67809/P84103/Q00839/Q01081/Q05519/Q08211/Q09161/Q10570/Q12874/Q12926/Q13151/Q13242/Q13247/Q13435/Q14103/Q15029/Q15365/Q15366/Q15393/Q15427/Q15459/Q15717/Q16629/Q2TAY7/Q6P2Q9/Q7L014/Q86V81/Q86XP3/Q8IWX8/Q8IYB3/Q8N684/Q8TEQ6/Q9BUJ2/Q9BUQ8/Q9BXP5/Q9H307/Q9HCG8/Q9UKM9/Q9UMS4/Q9UQ35	U2SURP/DHX15/SART1/HNRNPR/HTATSF1/AQR/PRPF40A/SRSF10/SF3B1/SNRNP200/PRPF6/HNRNPC/PABPC1/HNRNPL/HNRNPA2B1/PTBP1/POLR2B/HNRNPH3/HNRNPH1/GTF2F1/FUS/HNRNPA3/HNRNPM/HNRNPF/SNRPD3/TRA2B/YBX1/SRSF3/HNRNPU/U2AF1L5/U2AF1/SRSF11/DHX9/NCBP1/CPSF1/SF3A3/ELAVL2/HNRNPA0/SRSF9/SRSF6/SF3B2/HNRNPD/EFTUD2/PCBP1/PCBP2/SF3B3/SF3B4/SF3A1/ELAVL1/SRSF7/SMU1/PRPF8/DDX46/ALYREF/DDX42/CHERP/SRRM1/CPSF7/GEMIN5/HNRNPUL1/DDX23/SRRT/PNN/CWC22/RALY/PRPF19/SRRM2
F20	GO:0010494	25/514	4/514	48/7365	6.25	1.44514509566343e-12	CC	2.7439176380661e-09	(CC) cytoplasmic stress granule	25	48	514	7365	O00571/O95793/P05198/P11940/P26196/P55072/P67809/Q01085/Q13148/Q13283/Q13310/Q14444/Q14671/Q14974/Q15717/Q6PKG0/Q6Y7W6/Q71RC2/Q7Z417/Q8WWM7/Q92499/Q92945/Q99700/Q9BWF3/Q9HCE1	DDX3X/STAU1/EIF2S1/PABPC1/DDX6/VCP/YBX1/TIAL1/TARDBP/G3BP1/PABPC4/CAPRIN1/PUM1/KPNB1/ELAVL1/LARP1/GIGYF2/LARP4/NUFIP2/ATXN2L/DDX1/KHSRP/ATXN2/RBM4/MOV10
F20	GO:0005730	106/514	44/514	628/7365	2.41	3.40014678281553e-12	CC	5.64891886130015e-09	(CC) nucleolus	106	628	514	7365	O00139/O00159/O00410/O14980/O43143/O43390/O43670/O43823/O60832/O76021/O95163/O95347/P06748/P09874/P11388/P12956/P13010/P15880/P17480/P18124/P19338/P21333/P22087/P23396/P25205/P26196/P26373/P26583/P26599/P33993/P36578/P38432/P38646/P39019/P39023/P39748/P40429/P46013/P46777/P46781/P46783/P48643/P51114/P52272/P55265/P56192/P57678/P62081/P62140/P62280/P62424/P62750/P62753/P62829/P62851/P62913/P78527/P98179/Q01844/Q02880/Q07020/Q08211/Q08J23/Q12788/Q12789/Q12905/Q12906/Q13242/Q13428/Q14008/Q14137/Q14152/Q14690/Q14978/Q15233/Q15393/Q15427/Q16666/Q5JTH9/Q63HN8/Q66PJ3/Q8IZL8/Q8NI36/Q8TDN6/Q92541/Q92804/Q92841/Q96PK6/Q9BQ39/Q9BUQ8/Q9BW71/Q9BWF3/Q9H0A0/Q9H0D6/Q9H0S4/Q9H6R4/Q9NP64/Q9NR30/Q9NTK5/Q9NUL3/Q9NUQ6/Q9NXF1/Q9P258/Q9UKV3/Q9UQ80/Q9Y2X3	KIF2A/MYO1C/IPO5/XPO1/DHX15/HNRNPR/ZNF207/AKAP8/DKC1/RSL1D1/ELP1/SMC2/NPM1/PARP1/TOP2A/XRCC6/XRCC5/RPS2/UBTF/RPL7/NCL/FLNA/FBL/RPS3/MCM3/DDX6/RPL13/HMGB2/PTBP1/MCM7/RPL4/COIL/HSPA9/RPS19/RPL3/FEN1/RPL13A/MKI67/RPL5/RPS9/RPS10/CCT5/FXR1/HNRNPM/ADAR/MARS/GEMIN4/RPS7/PPP1CB/RPS11/RPL7A/RPL23A/RPS6/RPL23/RPS25/RPL11/PRKDC/RBM3/EWSR1/TOP2B/RPL18/DHX9/NSUN2/TBL3/GTF3C1/ILF2/ILF3/SRSF9/TCOF1/CKAP5/BOP1/EIF3A/PDCD11/NOLC1/NONO/SF3B3/SF3B4/IFI16/RRP12/RNF213/ARL6IP4/PELP1/WDR36/BRIX1/RTF1/TAF15/DDX17/RBM14-RBM4/RBM14/DDX50/DDX23/HIRIP3/RBM4/NAT10/XRN2/DDX47/NOL6/ZCCHC17/DDX21/OLA1/STAU2/SPATS2L/TEX10/RCC2/ACIN1/PA2G4/NOP58
F20	GO:0005634	290/514	192/514	2745/7365	1.51	2.3163483387863e-11	CC	3.42073175231208e-08	(CC) nucleus	290	2745	514	7365	O00139/O00299/O00410/O00571/O14578/O14979/O14980/O15042/O15355/O43143/O43290/O43390/O43670/O43707/O43719/O43823/O60306/O60832/O60841/O75179/O75369/O75494/O75533/O75643/O75821/O94906/O95347/O95817/P00338/P02545/P02794/P04406/P04792/P05198/P05388/P05455/P06733/P06748/P07437/P07737/P07910/P09874/P09960/P11388/P11413/P11940/P12270/P12956/P13010/P13639/P14618/P14866/P15880/P16989/P17480/P18124/P18621/P18754/P19338/P19525/P20700/P21291/P21333/P22087/P22314/P22626/P23246/P23396/P23528/P25205/P26196/P26373/P26583/P26641/P27635/P27708/P28340/P28482/P29692/P30041/P30086/P30101/P30876/P31942/P31943/P31948/P33992/P33993/P34932/P35269/P35579/P35580/P35637/P36578/P38432/P39023/P39748/P40429/P40763/P42694/P42704/P43246/P46013/P46777/P46781/P46940/P49321/P49591/P49750/P51114/P51116/P51610/P51991/P52209/P52272/P52597/P52701/P52732/P54136/P55060/P55072/P55209/P55265/P60228/P60842/P61313/P61353/P62081/P62140/P62241/P62269/P62318/P62424/P62633/P62750/P62753/P62841/P62847/P62851/P62995/P63104/P63241/P63244/P67809/P68036/P78527/P84103/P98175/P98179/Q00341/Q00688/Q00839/Q01085/Q01844/Q02878/Q02880/Q04637/Q05519/Q07020/Q07666/Q08211/Q08J23/Q09161/Q09666/Q10570/Q12788/Q12789/Q12874/Q12905/Q12906/Q13148/Q13151/Q13200/Q13242/Q13247/Q13263/Q13283/Q13310/Q13427/Q13428/Q13435/Q14103/Q14137/Q14151/Q14152/Q14157/Q14671/Q14683/Q14690/Q15021/Q15046/Q15233/Q15366/Q15393/Q15424/Q15427/Q15459/Q15477/Q15654/Q15717/Q15942/Q16531/Q16629/Q16666/Q1KMD3/Q29RF7/Q2TAY7/Q5T6F2/Q5VYK3/Q66PJ3/Q6P2E9/Q6P2Q9/Q6VN20/Q7KZ85/Q7KZF4/Q7L014/Q7L2E3/Q7Z2W4/Q7Z417/Q7Z4V5/Q7Z6Z7/Q86VP6/Q86VY4/Q86X55/Q86XP3/Q8IYB3/Q8IZL8/Q8N163/Q8N684/Q8NC51/Q8TDN6/Q8WUA2/Q8WX93/Q8WXF1/Q92499/Q92598/Q92804/Q92841/Q92900/Q92973/Q93009/Q96AE4/Q96EP5/Q96I24/Q96KR1/Q96MU7/Q96PK6/Q96QR8/Q96T37/Q99729/Q99873/Q9BPX3/Q9BQE3/Q9BUJ2/Q9BUQ8/Q9BW71/Q9BWF3/Q9H0A0/Q9H0D6/Q9H6R4/Q9H910/Q9HAV4/Q9HCE1/Q9HCG8/Q9NR09/Q9NR30/Q9NTJ3/Q9NUQ6/Q9NWH9/Q9NYF8/Q9NZB2/Q9P2E3/Q9UBU9/Q9UGR2/Q9UH17/Q9UHI6/Q9UIA9/Q9UKM9/Q9UKV3/Q9UMS4/Q9UPT8/Q9UQ35/Q9UQ80/Q9Y265/Q9Y2W1/Q9Y2X3/Q9Y3I0/Q9Y4A5/Q9Y5L0/Q9Y6M1	KIF2A/CLIC1/IPO5/DDX3X/CIT/HNRNPDL/XPO1/U2SURP/PPM1G/DHX15/SART1/HNRNPR/ZNF207/ACTN4/HTATSF1/AKAP8/AQR/DKC1/EIF5B/ANKRD17/FLNB/SRSF10/SF3B1/SNRNP200/EIF3G/PRPF6/SMC2/BAG3/LDHA/LMNA/FTH1/GAPDH/HSPB1/EIF2S1/RPLP0/SSB/ENO1/NPM1/TUBB/PFN1/HNRNPC/PARP1/LTA4H/TOP2A/G6PD/PABPC1/TPR/XRCC6/XRCC5/EEF2/PKM/HNRNPL/RPS2/YBX3/UBTF/RPL7/RPL17/RCC1/NCL/EIF2AK2/LMNB1/CSRP1/FLNA/FBL/UBA1/HNRNPA2B1/SFPQ/RPS3/CFL1/MCM3/DDX6/RPL13/HMGB2/EEF1G/RPL10/CAD/POLD1/MAPK1/EEF1D/PRDX6/PEBP1/PDIA3/POLR2B/HNRNPH3/HNRNPH1/STIP1/MCM5/MCM7/HSPA4/GTF2F1/MYH9/MYH10/FUS/RPL4/COIL/RPL3/FEN1/RPL13A/STAT3/HELZ/LRPPRC/MSH2/MKI67/RPL5/RPS9/IQGAP1/NASP/SARS/YLPM1/FXR1/FXR2/HCFC1/HNRNPA3/PGD/HNRNPM/HNRNPF/MSH6/KIF11/RARS/CSE1L/VCP/NAP1L1/ADAR/EIF3E/EIF4A1/RPL15/RPL27/RPS7/PPP1CB/RPS8/RPS18/SNRPD3/RPL7A/CNBP/RPL23A/RPS6/RPS15/RPS24/RPS25/TRA2B/YWHAZ/EIF5A/RACK1/YBX1/UBE2L3/PRKDC/SRSF3/RBM10/RBM3/HDLBP/FKBP3/HNRNPU/TIAL1/EWSR1/RPL6/TOP2B/EIF4G1/SRSF11/RPL18/KHDRBS1/DHX9/NSUN2/NCBP1/AHNAK/CPSF1/TBL3/GTF3C1/SF3A3/ILF2/ILF3/TARDBP/HNRNPA0/PSMD2/SRSF9/SRSF6/TRIM28/G3BP1/PABPC4/PPIG/TCOF1/SF3B2/HNRNPD/BOP1/SAFB2/EIF3A/UBAP2L/PUM1/SMC1A/PDCD11/NCAPD2/KARS/NONO/PCBP2/SF3B3/SAFB/SF3B4/SF3A1/SKIV2L/TRIP6/ELAVL1/ZYX/DDB1/SRSF7/IFI16/HNRNPUL2/PDS5A/SMU1/UBAP2/ECPAS/ARL6IP4/EDC4/PRPF8/RANBP10/SUPT6H/SND1/DDX46/DHX30/ZC3HAV1/NUFIP2/HDGFL2/HUWE1/CAND1/TSPYL5/CARM1/DDX42/SRRM1/PELP1/CCAR2/CPSF7/SERBP1/BRIX1/PPIL4/PALLD/PSPC1/DDX1/HSPH1/TAF15/DDX17/UPF1/TNPO1/USP7/FUBP1/DAZAP1/FUBP3/ZFR/YTHDC1/RBM14-RBM4/RBM14/PURB/RBM15/HNRNPAB/PRMT1/NCAPG/TUBA1C/HNRNPUL1/DDX23/HIRIP3/RBM4/NAT10/XRN2/NOL6/JPT2/XPO5/MOV10/CWC22/BIRC6/DDX21/SMC4/SPATS2L/SLTM/BCLAF1/FAM120A/ZNFX1/NXF1/ZC3H7B/APOBEC3B/DDX20/XPO7/RALY/ACIN1/PRPF19/ZC3H4/SRRM2/PA2G4/RUVBL1/THRAP3/NOP58/RTCB/TRRAP/TNPO3/IGF2BP2
F20	GO:0045296	76/514	18/514	256/7365	4.22	2.87421870787848e-11	MF	3.82012408464129e-08	(MF) cadherin binding	76	256	514	7365	O00299/O00571/O60664/O60763/O75369/O76021/O95433/O95817/P00338/P06733/P07737/P13639/P14618/P15311/P15880/P18206/P21333/P22234/P26196/P26641/P29692/P30041/P33176/P35241/P35579/P37802/P46940/P47914/P49207/P49327/P50914/P50990/P51610/P54136/P60228/P61313/P62424/P62750/P63104/P63244/P78344/P83731/Q00341/Q01970/Q02878/Q05682/Q07157/Q09666/Q13813/Q14008/Q14247/Q14258/Q14847/Q14C86/Q15149/Q15365/Q15691/Q16643/Q16658/Q5T6F2/Q6PKG0/Q6Y7W6/Q7KZF4/Q7Z2W4/Q8NC51/Q8TCG1/Q8WWM7/Q92616/Q9BY44/Q9NTK5/Q9NUQ8/Q9UPN3/Q9Y265/Q9Y266/Q9Y490/Q9Y6E2	CLIC1/DDX3X/PLIN3/USO1/FLNB/RSL1D1/AHSA1/BAG3/LDHA/ENO1/PFN1/EEF2/PKM/EZR/RPS2/VCL/FLNA/PAICS/DDX6/EEF1G/EEF1D/PRDX6/KIF5B/RDX/MYH9/TAGLN2/IQGAP1/RPL29/RPL34/FASN/RPL14/CCT8/HCFC1/RARS/EIF3E/RPL15/RPL7A/RPL23A/YWHAZ/RACK1/EIF4G2/RPL24/HDLBP/PLCB3/RPL6/CALD1/TJP1/AHNAK/SPTAN1/CKAP5/CTTN/TRIM25/LASP1/GAPVD1/PLEC/PCBP1/MAPRE1/DBN1/FSCN1/UBAP2/LARP1/GIGYF2/SND1/ZC3HAV1/SERBP1/CIP2A/ATXN2L/GCN1/EIF2A/OLA1/ABCF3/MACF1/RUVBL1/NUDC/TLN1/BZW2
F20	GO:0006397	35/514	9/514	117/7365	3.89	9.12202110250684e-11	BP	1.10218893157653e-07	(BP) mRNA processing	35	117	514	7365	O43143/O43390/P18583/P22626/P23246/P26599/P49756/P55265/P98175/Q01081/Q05519/Q07666/Q12874/Q13148/Q13151/Q13242/Q13435/Q14498/Q14690/Q15029/Q15233/Q15427/Q15459/Q16629/Q5VTL8/Q66PJ3/Q6P2Q9/Q7KZ85/Q8N163/Q8WXA9/Q92945/Q9H0D6/Q9H0S4/Q9UKV3/Q9Y2W1	DHX15/HNRNPR/SON/HNRNPA2B1/SFPQ/PTBP1/RBM25/ADAR/RBM10/U2AF1L5/U2AF1/SRSF11/KHDRBS1/SF3A3/TARDBP/HNRNPA0/SRSF9/SF3B2/RBM39/PDCD11/EFTUD2/NONO/SF3B4/SF3A1/SRSF7/PRPF38B/ARL6IP4/PRPF8/SUPT6H/CCAR2/SREK1/KHSRP/XRN2/DDX47/ACIN1/THRAP3
