Cluster	category	obsRatio	expRatio	bgRatio	foldEnrich	pvalue	numDEInCat	numInCat	Foreground	Background	geneID	geneNames
F15	Helicase_C	29/586	8/586	93/7398	3.62	3.44405777736762e-11	29	93	586	7398	O14646/O43143/O60264/O75643/P26196/P38919/P42285/P46063/P51532/Q08211/Q14562/Q14839/Q6P158/Q7L014/Q7L2E3/Q8TDD1/Q92499/Q92841/Q96GQ7/Q9BQ39/Q9BUQ8/Q9GZR7/Q9H0S4/Q9H2U1/Q9NR30/Q9NVP1/Q9NY93/Q9UHI6/Q9Y2R4	CHD1/DHX15/SMARCA5/SNRNP200/DDX6/EIF4A3/MTREX/RECQL/SMARCA4/DHX9/DHX8/CHD4/DHX57/DDX46/DHX30/DDX54/DDX1/DDX17/DDX27/DDX50/DDX23/DDX24/DDX47/DHX36/DDX21/DDX18/DDX56/DDX20/DDX52
F15	DEAD/DEAH_box_helicase_dom	24/586	5/586	59/7398	4.8	5.03708852711891e-10	24	59	586	7398	O43143/O75643/P26196/P38919/P42285/P46063/Q08211/Q6P158/Q7L014/Q7L2E3/Q8TDD1/Q92499/Q92841/Q96GQ7/Q9BQ39/Q9BUQ8/Q9GZR7/Q9H0S4/Q9H2U1/Q9NR30/Q9NVP1/Q9NY93/Q9UHI6/Q9Y2R4	DHX15/SNRNP200/DDX6/EIF4A3/MTREX/RECQL/DHX9/DHX57/DDX46/DHX30/DDX54/DDX1/DDX17/DDX27/DDX50/DDX23/DDX24/DDX47/DHX36/DDX21/DDX18/DDX56/DDX20/DDX52
F15	ARM-type_fold	48/586	22/586	274/7398	2.18	1.0373663546521e-09	48	274	586	7398	O00203/O00410/O00505/O14980/O60287/O75533/O94822/P52292/P53618/P55010/P55060/P63010/P78344/P78527/Q00610/Q04637/Q13200/Q14669/Q14671/Q14974/Q15021/Q29RF7/Q5C9Z4/Q5H9R7/Q5JTH9/Q5SRE5/Q5T4S7/Q5UIP0/Q6KC79/Q7Z6Z7/Q86VP6/Q8TB72/Q8TCG1/Q8TEX9/Q92616/Q92973/Q93008/Q9BPX3/Q9BQG0/Q9BZZ5/Q9H583/Q9HAV4/Q9HCG8/Q9NXF1/Q9UBB4/Q9UIA9/Q9Y4A5/Q9Y6E2	AP3B1/IPO5/KPNA3/XPO1/URB1/SF3B1/LTN1/KPNA2/COPB1/EIF5/CSE1L/AP2B1/EIF4G2/PRKDC/CLTC/EIF4G1/PSMD2/TRIP12/PUM1/KPNB1/NCAPD2/PDS5A/NOM1/PPP6R3/RRP12/NUP188/UBR4/RIF1/NIPBL/HUWE1/CAND1/PUM2/CIP2A/IPO4/GCN1/TNPO1/USP9X/NCAPG/MYBBP1A/API5/HEATR1/XPO5/CWC22/TEX10/ATXN10/XPO7/TRRAP/BZW2
F15	RNA_helicase_DEAD_Q_motif	16/586	3/586	33/7398	5.33	1.64498806314784e-07	16	33	586	7398	P26196/P38919/Q7L014/Q8TDD1/Q92499/Q92841/Q96GQ7/Q9BQ39/Q9BUQ8/Q9GZR7/Q9H0S4/Q9NR30/Q9NVP1/Q9NY93/Q9UHI6/Q9Y2R4	DDX6/EIF4A3/DDX46/DDX54/DDX1/DDX17/DDX27/DDX50/DDX23/DDX24/DDX47/DDX21/DDX18/DDX56/DDX20/DDX52
F15	SAP_dom	11/586	2/586	18/7398	5.5	2.26797036657655e-07	11	18	586	7398	P12956/P35659/Q00839/Q13435/Q14151/Q15424/Q1KMD3/Q8IX12/Q9BUJ2/Q9NWH9/Q9UKV3	XRCC6/DEK/HNRNPU/SF3B2/SAFB2/SAFB/HNRNPUL2/CCAR1/HNRNPUL1/SLTM/ACIN1
F15	SAP_dom_sf	11/586	2/586	20/7398	5.5	1.05780277937187e-06	11	20	586	7398	P12956/P35659/Q00839/Q13435/Q14151/Q15424/Q1KMD3/Q8IX12/Q9BUJ2/Q9NWH9/Q9UKV3	XRCC6/DEK/HNRNPU/SF3B2/SAFB2/SAFB/HNRNPUL2/CCAR1/HNRNPUL1/SLTM/ACIN1
F15	KH_dom_type_1	14/586	3/586	32/7398	4.67	1.57726773328001e-06	14	32	586	7398	A1L020/O75525/P51114/P51116/Q00341/Q07666/Q15365/Q15366/Q15637/Q92945/Q96AE4/Q96I24/Q9UNW9/Q9Y6M1	MEX3A/KHDRBS3/FXR1/FXR2/HDLBP/KHDRBS1/PCBP1/PCBP2/SF1/KHSRP/FUBP1/FUBP3/NOVA2/IGF2BP2
F15	KH_dom	14/586	3/586	32/7398	4.67	2.04368440648542e-06	14	32	586	7398	A1L020/O75525/P51114/P51116/Q00341/Q07666/Q15365/Q15366/Q15637/Q92945/Q96AE4/Q96I24/Q9UNW9/Q9Y6M1	MEX3A/KHDRBS3/FXR1/FXR2/HDLBP/KHDRBS1/PCBP1/PCBP2/SF1/KHSRP/FUBP1/FUBP3/NOVA2/IGF2BP2
F15	ARM-like	29/586	13/586	156/7398	2.23	3.82899168578922e-06	29	156	586	7398	O00410/O00505/O14980/O75533/O94822/P52292/P53618/P55060/P63010/Q13200/Q14669/Q14671/Q14974/Q15021/Q29RF7/Q5UIP0/Q6KC79/Q86VP6/Q8TB72/Q8TCG1/Q8TEX9/Q92616/Q92973/Q9BPX3/Q9H583/Q9HAV4/Q9NXF1/Q9UBB4/Q9UIA9	IPO5/KPNA3/XPO1/SF3B1/LTN1/KPNA2/COPB1/CSE1L/AP2B1/PSMD2/TRIP12/PUM1/KPNB1/NCAPD2/PDS5A/RIF1/NIPBL/CAND1/PUM2/CIP2A/IPO4/GCN1/TNPO1/NCAPG/HEATR1/XPO5/TEX10/ATXN10/XPO7
F15	KH_dom_type_1_sf	14/586	3/586	36/7398	4.67	5.36378829127434e-06	14	36	586	7398	A1L020/O75525/P51114/P51116/Q00341/Q07666/Q15365/Q15366/Q15637/Q92945/Q96AE4/Q96I24/Q9UNW9/Q9Y6M1	MEX3A/KHDRBS3/FXR1/FXR2/HDLBP/KHDRBS1/PCBP1/PCBP2/SF1/KHSRP/FUBP1/FUBP3/NOVA2/IGF2BP2
F15	Znf_CCCH	9/586	3/586	35/7398	3	2.77955260475955e-05	9	35	586	7398	O75152/Q01081/Q5T200/Q5T8P6/Q6P158/Q7Z2W4/Q86VM9/Q8IWR0/Q9UPT8	ZC3H11A/U2AF1L5/U2AF1/ZC3H13/RBM26/DHX57/ZC3HAV1/ZC3H18/ZC3H7A/ZC3H4
F15	RNA-helicase_DEAD-box_CS	11/586	2/586	23/7398	5.5	2.84084316960134e-05	11	23	586	7398	P26196/P38919/Q7L014/Q8TDD1/Q92841/Q96GQ7/Q9BUQ8/Q9GZR7/Q9H0S4/Q9NVP1/Q9UHI6	DDX6/EIF4A3/DDX46/DDX54/DDX17/DDX27/DDX23/DDX24/DDX47/DDX18/DDX20
F15	NA-bd_OB-fold	19/586	5/586	61/7398	3.8	8.3213963930245e-05	19	61	586	7398	O43776/O75534/P05198/P14868/P16989/P25205/P33992/P33993/P54577/P62280/P62917/P63241/P67809/Q14562/Q14690/Q15046/Q8IX12/Q8N5C6/Q9Y265	NARS/CSDE1/EIF2S1/DARS/YBX3/MCM3/MCM5/MCM7/YARS/RPS11/RPL8/EIF5A/YBX1/DHX8/PDCD11/KARS/CCAR1/SRBD1/RUVBL1
F16	RBD_domain_sf	91/605	15/605	174/7398	6.07	8.68157002174081e-38	91	174	605	7398	O14979/O15042/O43390/O43719/O60506/O75494/O75821/P05455/P07910/P08621/P11940/P14866/P19338/P22626/P23246/P23588/P26599/P29558/P31483/P31942/P31943/P33240/P35637/P43243/P49756/P51991/P52272/P52597/P55795/P55884/P62995/P78332/P84103/P98175/P98179/Q01081/Q01085/Q01844/Q05519/Q07955/Q12849/Q12926/Q13148/Q13151/Q13242/Q13247/Q13283/Q13310/Q14011/Q14103/Q14151/Q14498/Q14966/Q15020/Q15233/Q15424/Q15427/Q15434/Q15717/Q16629/Q16630/Q4G0J3/Q71RC2/Q86U42/Q86V81/Q8IXT5/Q8N684/Q8WUA2/Q8WXA9/Q8WXF1/Q92804/Q96DH6/Q96E39/Q96EP5/Q96PK6/Q96T37/Q99729/Q9BQ39/Q9BTD8/Q9BWF3/Q9BXP5/Q9NR30/Q9NW13/Q9NWH9/Q9P2K5/Q9P2N5/Q9UKM9/Q9UKV3/Q9UN86/Q9UPQ9/Q9Y6M1	HNRNPDL/U2SURP/HNRNPR/HTATSF1/SYNCRIP/SRSF10/EIF3G/SSB/HNRNPC/SNRNP70/PABPC1/HNRNPL/NCL/HNRNPA2B1/SFPQ/EIF4B/PTBP1/RBMS1/TIA1/HNRNPH3/HNRNPH1/CSTF2/FUS/MATR3/RBM25/HNRNPA3/HNRNPM/HNRNPF/HNRNPH2/EIF3B/TRA2B/RBM6/SRSF3/RBM10/RBM3/U2AF1L5/U2AF1/TIAL1/EWSR1/SRSF11/SRSF1/GRSF1/ELAVL2/TARDBP/HNRNPA0/SRSF9/SRSF6/G3BP1/PABPC4/CIRBP/HNRNPD/SAFB2/RBM39/ZNF638/SART3/NONO/SAFB/SF3B4/RBMS2/ELAVL1/SRSF7/CPSF6/LARP7/LARP4/PABPN1/ALYREF/RBM12B/CPSF7/PPIL4/SREK1/PSPC1/TAF15/MSI2/RBMXL1/DAZAP1/RBM14-RBM4/RBM14/RBM15/HNRNPAB/DDX50/RBM42/RBM4/SRRT/DDX21/RBM28/SLTM/MYEF2/RBM27/RALY/ACIN1/G3BP2/TNRC6B/IGF2BP2
F16	RRM_dom	85/605	13/605	153/7398	6.54	1.06909760347521e-35	85	153	605	7398	O14979/O15042/O43390/O43719/O60506/O75494/O75821/P05455/P07910/P08621/P11940/P14866/P19338/P22626/P23246/P23588/P26599/P29558/P31483/P31942/P31943/P33240/P35637/P43243/P49756/P51991/P52272/P52597/P55795/P55884/P62995/P78332/P84103/P98175/P98179/Q01081/Q01085/Q01844/Q05519/Q07955/Q12849/Q12926/Q13148/Q13151/Q13242/Q13247/Q13283/Q13310/Q14011/Q14103/Q14151/Q14498/Q14966/Q15020/Q15233/Q15424/Q15427/Q15434/Q15717/Q16629/Q16630/Q4G0J3/Q86U42/Q86V81/Q8IXT5/Q8N684/Q8WUA2/Q8WXA9/Q8WXF1/Q92804/Q96DH6/Q96E39/Q96EP5/Q96PK6/Q96T37/Q99729/Q9BTD8/Q9BWF3/Q9NW13/Q9NWH9/Q9P2K5/Q9P2N5/Q9UKM9/Q9UN86/Q9Y6M1	HNRNPDL/U2SURP/HNRNPR/HTATSF1/SYNCRIP/SRSF10/EIF3G/SSB/HNRNPC/SNRNP70/PABPC1/HNRNPL/NCL/HNRNPA2B1/SFPQ/EIF4B/PTBP1/RBMS1/TIA1/HNRNPH3/HNRNPH1/CSTF2/FUS/MATR3/RBM25/HNRNPA3/HNRNPM/HNRNPF/HNRNPH2/EIF3B/TRA2B/RBM6/SRSF3/RBM10/RBM3/U2AF1L5/U2AF1/TIAL1/EWSR1/SRSF11/SRSF1/GRSF1/ELAVL2/TARDBP/HNRNPA0/SRSF9/SRSF6/G3BP1/PABPC4/CIRBP/HNRNPD/SAFB2/RBM39/ZNF638/SART3/NONO/SAFB/SF3B4/RBMS2/ELAVL1/SRSF7/CPSF6/LARP7/PABPN1/ALYREF/RBM12B/CPSF7/PPIL4/SREK1/PSPC1/TAF15/MSI2/RBMXL1/DAZAP1/RBM14-RBM4/RBM14/RBM15/HNRNPAB/RBM42/RBM4/RBM28/SLTM/MYEF2/RBM27/RALY/G3BP2/IGF2BP2
F16	Nucleotide-bd_a/b_plait_sf	88/605	15/605	173/7398	5.87	3.37337305249627e-35	88	173	605	7398	O14979/O15042/O43390/O43719/O60506/O75494/O75821/P05455/P07910/P08621/P11940/P14866/P19338/P22626/P23246/P23588/P26599/P29558/P31483/P31942/P31943/P33240/P35637/P43243/P49756/P51991/P52272/P52597/P55795/P55884/P62750/P62995/P78332/P84103/P98175/P98179/Q01081/Q01085/Q01844/Q05519/Q07955/Q12849/Q12926/Q13148/Q13151/Q13242/Q13247/Q13310/Q14011/Q14103/Q14151/Q14498/Q14966/Q15020/Q15233/Q15424/Q15427/Q15434/Q15717/Q16629/Q16630/Q4G0J3/Q86U42/Q86V81/Q8IXT5/Q8N684/Q8WUA2/Q8WXA9/Q8WXF1/Q92804/Q96DH6/Q96E39/Q96EP5/Q96PK6/Q96T37/Q99729/Q9BTD8/Q9BWF3/Q9BXP5/Q9NW13/Q9NWH9/Q9P2K5/Q9P2N5/Q9UKM9/Q9UKV3/Q9UN86/Q9UPQ9/Q9Y6M1	HNRNPDL/U2SURP/HNRNPR/HTATSF1/SYNCRIP/SRSF10/EIF3G/SSB/HNRNPC/SNRNP70/PABPC1/HNRNPL/NCL/HNRNPA2B1/SFPQ/EIF4B/PTBP1/RBMS1/TIA1/HNRNPH3/HNRNPH1/CSTF2/FUS/MATR3/RBM25/HNRNPA3/HNRNPM/HNRNPF/HNRNPH2/EIF3B/RPL23A/TRA2B/RBM6/SRSF3/RBM10/RBM3/U2AF1L5/U2AF1/TIAL1/EWSR1/SRSF11/SRSF1/GRSF1/ELAVL2/TARDBP/HNRNPA0/SRSF9/SRSF6/PABPC4/CIRBP/HNRNPD/SAFB2/RBM39/ZNF638/SART3/NONO/SAFB/SF3B4/RBMS2/ELAVL1/SRSF7/CPSF6/LARP7/PABPN1/ALYREF/RBM12B/CPSF7/PPIL4/SREK1/PSPC1/TAF15/MSI2/RBMXL1/DAZAP1/RBM14-RBM4/RBM14/RBM15/HNRNPAB/RBM42/RBM4/SRRT/RBM28/SLTM/MYEF2/RBM27/RALY/ACIN1/G3BP2/TNRC6B/IGF2BP2
F16	Znf_CCCH	12/605	3/605	35/7398	4	2.89895223692772e-08	12	35	605	7398	O75152/Q01081/Q5T200/Q6P158/Q7Z2W4/Q86VM9/Q8IWR0/Q96G46/Q9C0B0/Q9P2N5/Q9UGR2/Q9UPT8	ZC3H11A/U2AF1L5/U2AF1/ZC3H13/DHX57/ZC3HAV1/ZC3H18/ZC3H7A/DUS3L/UNK/RBM27/ZC3H7B/ZC3H4
F16	DEAD/DEAH_box_helicase_dom	22/605	5/605	59/7398	4.4	4.5977910062739e-08	22	59	605	7398	O43143/O75643/P26196/P42285/P60842/Q08211/Q6P158/Q7L014/Q7L2E3/Q86XP3/Q8TDD1/Q92499/Q92841/Q96GQ7/Q9BQ39/Q9BUQ8/Q9GZR7/Q9H0S4/Q9H2U1/Q9NR30/Q9NY93/Q9UHI6	DHX15/SNRNP200/DDX6/MTREX/EIF4A1/DHX9/DHX57/DDX46/DHX30/DDX42/DDX54/DDX1/DDX17/DDX27/DDX50/DDX23/DDX24/DDX47/DHX36/DDX21/DDX56/DDX20
F16	Helicase_ATP-bd	25/605	8/605	95/7398	3.12	4.78326198480347e-08	25	95	605	7398	O14646/O14647/O43143/O75643/P26196/P42285/P60842/Q08211/Q14839/Q6P158/Q7L014/Q7L2E3/Q86XP3/Q8TDD1/Q92499/Q92841/Q96GQ7/Q9BQ39/Q9BUQ8/Q9GZR7/Q9H0S4/Q9H2U1/Q9NR30/Q9NY93/Q9UHI6	CHD1/CHD2/DHX15/SNRNP200/DDX6/MTREX/EIF4A1/DHX9/CHD4/DHX57/DDX46/DHX30/DDX42/DDX54/DDX1/DDX17/DDX27/DDX50/DDX23/DDX24/DDX47/DHX36/DDX21/DDX56/DDX20
F16	Helicase_C	25/605	8/605	93/7398	3.12	5.2128486214533e-08	25	93	605	7398	O14646/O14647/O43143/O75643/P26196/P42285/P60842/Q08211/Q14839/Q6P158/Q7L014/Q7L2E3/Q86XP3/Q8TDD1/Q92499/Q92841/Q96GQ7/Q9BQ39/Q9BUQ8/Q9GZR7/Q9H0S4/Q9H2U1/Q9NR30/Q9NY93/Q9UHI6	CHD1/CHD2/DHX15/SNRNP200/DDX6/MTREX/EIF4A1/DHX9/CHD4/DHX57/DDX46/DHX30/DDX42/DDX54/DDX1/DDX17/DDX27/DDX50/DDX23/DDX24/DDX47/DHX36/DDX21/DDX56/DDX20
F16	ARM-type_fold	43/605	23/605	274/7398	1.87	3.35354074679537e-07	43	274	605	7398	O00203/O00410/O14617/O60716/O75533/P52292/P53618/P55010/P55060/P78344/P78527/Q00610/Q04637/Q09161/Q13200/Q14008/Q14669/Q14671/Q14974/Q15021/Q29RF7/Q53EL6/Q5C9Z4/Q5H9R7/Q5JTH9/Q5SRE5/Q5T4S7/Q5VYK3/Q6AI08/Q7Z6Z7/Q86VP6/Q8IZL8/Q8TB72/Q8TCG1/Q8TEX9/Q92616/Q92973/Q93008/Q9BZZ5/Q9HAV4/Q9HCG8/Q9NXF1/Q9Y6E2	AP3B1/IPO5/AP3D1/CTNND1/SF3B1/KPNA2/COPB1/EIF5/CSE1L/EIF4G2/PRKDC/CLTC/EIF4G1/NCBP1/PSMD2/CKAP5/TRIP12/PUM1/KPNB1/NCAPD2/PDS5A/PDCD4/NOM1/PPP6R3/RRP12/NUP188/UBR4/ECPAS/HEATR6/HUWE1/CAND1/PELP1/PUM2/CIP2A/IPO4/GCN1/TNPO1/USP9X/API5/XPO5/CWC22/TEX10/BZW2
F16	SAP_dom	11/605	2/605	18/7398	5.5	3.40530533403842e-07	11	18	605	7398	P12956/P35659/Q00839/Q13435/Q14151/Q15424/Q1KMD3/Q8IX12/Q9BUJ2/Q9NWH9/Q9UKV3	XRCC6/DEK/HNRNPU/SF3B2/SAFB2/SAFB/HNRNPUL2/CCAR1/HNRNPUL1/SLTM/ACIN1
F16	Znf_CCCH_sf	8/605	2/605	24/7398	4	1.01849290970988e-06	8	24	605	7398	O75152/Q5T200/Q6P158/Q86VM9/Q8IWR0/Q9C0B0/Q9UGR2/Q9UPT8	ZC3H11A/ZC3H13/DHX57/ZC3H18/ZC3H7A/UNK/ZC3H7B/ZC3H4
F16	SAP_dom_sf	11/605	2/605	20/7398	5.5	1.63750426282643e-06	11	20	605	7398	P12956/P35659/Q00839/Q13435/Q14151/Q15424/Q1KMD3/Q8IX12/Q9BUJ2/Q9NWH9/Q9UKV3	XRCC6/DEK/HNRNPU/SF3B2/SAFB2/SAFB/HNRNPUL2/CCAR1/HNRNPUL1/SLTM/ACIN1
F16	RNA_helicase_DEAD_Q_motif	15/605	3/605	33/7398	5	2.5309208498398e-06	15	33	605	7398	P26196/P60842/Q7L014/Q86XP3/Q8TDD1/Q92499/Q92841/Q96GQ7/Q9BQ39/Q9BUQ8/Q9GZR7/Q9H0S4/Q9NR30/Q9NY93/Q9UHI6	DDX6/EIF4A1/DDX46/DDX42/DDX54/DDX1/DDX17/DDX27/DDX50/DDX23/DDX24/DDX47/DDX21/DDX56/DDX20
F16	MIF4-like_sf	9/605	2/605	16/7398	4.5	3.28128359166977e-06	9	16	605	7398	A5YKK6/P55010/P78344/Q04637/Q09161/Q53EL6/Q5C9Z4/Q9HCG8/Q9Y6E2	CNOT1/EIF5/EIF4G2/EIF4G1/NCBP1/PDCD4/NOM1/CWC22/BZW2
F16	Initiation_fac_eIF4g_MI	5/605	1/605	6/7398	5	1.35348771033137e-05	5	6	605	7398	P78344/Q04637/Q53EL6/Q5C9Z4/Q9HCG8	EIF4G2/EIF4G1/PDCD4/NOM1/CWC22
F16	RNA-helicase_DEAD-box_CS	11/605	2/605	23/7398	5.5	5.07617195361016e-05	11	23	605	7398	P26196/P60842/Q7L014/Q86XP3/Q8TDD1/Q92841/Q96GQ7/Q9BUQ8/Q9GZR7/Q9H0S4/Q9UHI6	DDX6/EIF4A1/DDX46/DDX42/DDX54/DDX17/DDX27/DDX23/DDX24/DDX47/DDX20
F16	NA-bd_OB-fold	20/605	5/605	61/7398	4	6.11763288519423e-05	20	61	605	7398	O43776/O75534/P05198/P14868/P16989/P25205/P27694/P33992/P33993/P54577/P62266/P62280/P62917/P67809/Q14690/Q15046/Q8IX12/Q9BYK8/Q9NP64/Q9Y265	NARS/CSDE1/EIF2S1/DARS/YBX3/MCM3/RPA1/MCM5/MCM7/YARS/RPS23/RPS11/RPL8/YBX1/PDCD11/KARS/CCAR1/HELZ2/ZCCHC17/RUVBL1
F16	YTH_domain	4/605	1/605	5/7398	4	6.16677269524449e-05	4	5	605	7398	Q7Z739/Q96MU7/Q9BYJ9/Q9Y5A9	YTHDF3/YTHDC1/YTHDF1/YTHDF2
F16	dsRBD_dom	8/605	2/605	18/7398	4	7.82108194890345e-05	8	18	605	7398	O75569/O95793/P18583/P19525/P55265/Q08211/Q12906/Q9NUL3	PRKRA/STAU1/SON/EIF2AK2/ADAR/DHX9/ILF3/STAU2
F17	RBD_domain_sf	80/556	14/556	174/7398	5.71	3.17220878814101e-30	80	174	556	7398	O14979/O15042/O43390/O43719/O60506/O75494/O75821/P05455/P07910/P08621/P11940/P14866/P19338/P22626/P23246/P23588/P26599/P31483/P31942/P31943/P35637/P43243/P49756/P51991/P52272/P52597/P55884/P62995/P84103/P98175/P98179/Q01081/Q01085/Q01844/Q05519/Q07955/Q12926/Q13148/Q13151/Q13247/Q13283/Q13310/Q14011/Q14103/Q14151/Q14498/Q14966/Q15020/Q15233/Q15424/Q15427/Q15717/Q16629/Q16630/Q4G0J3/Q71RC2/Q86U42/Q86V81/Q8IXT5/Q8N684/Q8WUA2/Q8WVV9/Q8WXA9/Q92804/Q96EP5/Q96PK6/Q96T37/Q99729/Q9BQ39/Q9BWF3/Q9BXP5/Q9NR30/Q9NTZ6/Q9NWH9/Q9UKM9/Q9UKV3/Q9UN86/Q9UPQ9/Q9Y4C8/Q9Y6M1	HNRNPDL/U2SURP/HNRNPR/HTATSF1/SYNCRIP/SRSF10/EIF3G/SSB/HNRNPC/SNRNP70/PABPC1/HNRNPL/NCL/HNRNPA2B1/SFPQ/EIF4B/PTBP1/TIA1/HNRNPH3/HNRNPH1/FUS/MATR3/RBM25/HNRNPA3/HNRNPM/HNRNPF/EIF3B/TRA2B/SRSF3/RBM10/RBM3/U2AF1L5/U2AF1/TIAL1/EWSR1/SRSF11/SRSF1/ELAVL2/TARDBP/HNRNPA0/SRSF6/G3BP1/PABPC4/CIRBP/HNRNPD/SAFB2/RBM39/ZNF638/SART3/NONO/SAFB/SF3B4/ELAVL1/SRSF7/CPSF6/LARP7/LARP4/PABPN1/ALYREF/RBM12B/CPSF7/PPIL4/HNRNPLL/SREK1/TAF15/DAZAP1/RBM14-RBM4/RBM14/RBM15/HNRNPAB/DDX50/RBM4/SRRT/DDX21/RBM12/SLTM/RALY/ACIN1/G3BP2/TNRC6B/RBM19/IGF2BP2
F17	Nucleotide-bd_a/b_plait_sf	77/556	14/556	173/7398	5.5	8.46325890681197e-28	77	173	556	7398	O14979/O15042/O43390/O43719/O60506/O75494/O75821/P05455/P07910/P08621/P11940/P14866/P19338/P22626/P23246/P23588/P26599/P31483/P31942/P31943/P35637/P43243/P49756/P51991/P52272/P52597/P55884/P62750/P62995/P84103/P98175/P98179/Q01081/Q01085/Q01844/Q05519/Q07955/Q12926/Q13148/Q13151/Q13247/Q13310/Q14011/Q14103/Q14151/Q14498/Q14966/Q15020/Q15233/Q15424/Q15427/Q15717/Q16629/Q16630/Q4G0J3/Q86U42/Q86V81/Q8IXT5/Q8N684/Q8WUA2/Q8WVV9/Q8WXA9/Q92804/Q96EP5/Q96PK6/Q96T37/Q99729/Q9BWF3/Q9BXP5/Q9NTZ6/Q9NWH9/Q9UKM9/Q9UKV3/Q9UN86/Q9UPQ9/Q9Y4C8/Q9Y6M1	HNRNPDL/U2SURP/HNRNPR/HTATSF1/SYNCRIP/SRSF10/EIF3G/SSB/HNRNPC/SNRNP70/PABPC1/HNRNPL/NCL/HNRNPA2B1/SFPQ/EIF4B/PTBP1/TIA1/HNRNPH3/HNRNPH1/FUS/MATR3/RBM25/HNRNPA3/HNRNPM/HNRNPF/EIF3B/RPL23A/TRA2B/SRSF3/RBM10/RBM3/U2AF1L5/U2AF1/TIAL1/EWSR1/SRSF11/SRSF1/ELAVL2/TARDBP/HNRNPA0/SRSF6/PABPC4/CIRBP/HNRNPD/SAFB2/RBM39/ZNF638/SART3/NONO/SAFB/SF3B4/ELAVL1/SRSF7/CPSF6/LARP7/PABPN1/ALYREF/RBM12B/CPSF7/PPIL4/HNRNPLL/SREK1/TAF15/DAZAP1/RBM14-RBM4/RBM14/RBM15/HNRNPAB/RBM4/SRRT/RBM12/SLTM/RALY/ACIN1/G3BP2/TNRC6B/RBM19/IGF2BP2
F17	RRM_dom	74/556	12/556	153/7398	6.17	9.21865216638866e-28	74	153	556	7398	O14979/O15042/O43390/O43719/O60506/O75494/O75821/P05455/P07910/P08621/P11940/P14866/P19338/P22626/P23246/P23588/P26599/P31483/P31942/P31943/P35637/P43243/P49756/P51991/P52272/P52597/P55884/P62995/P84103/P98175/P98179/Q01081/Q01085/Q01844/Q05519/Q07955/Q12926/Q13148/Q13151/Q13247/Q13283/Q13310/Q14011/Q14103/Q14151/Q14498/Q14966/Q15020/Q15233/Q15424/Q15427/Q15717/Q16629/Q16630/Q4G0J3/Q86U42/Q86V81/Q8IXT5/Q8N684/Q8WUA2/Q8WVV9/Q8WXA9/Q92804/Q96EP5/Q96PK6/Q96T37/Q99729/Q9BWF3/Q9NTZ6/Q9NWH9/Q9UKM9/Q9UN86/Q9Y4C8/Q9Y6M1	HNRNPDL/U2SURP/HNRNPR/HTATSF1/SYNCRIP/SRSF10/EIF3G/SSB/HNRNPC/SNRNP70/PABPC1/HNRNPL/NCL/HNRNPA2B1/SFPQ/EIF4B/PTBP1/TIA1/HNRNPH3/HNRNPH1/FUS/MATR3/RBM25/HNRNPA3/HNRNPM/HNRNPF/EIF3B/TRA2B/SRSF3/RBM10/RBM3/U2AF1L5/U2AF1/TIAL1/EWSR1/SRSF11/SRSF1/ELAVL2/TARDBP/HNRNPA0/SRSF6/G3BP1/PABPC4/CIRBP/HNRNPD/SAFB2/RBM39/ZNF638/SART3/NONO/SAFB/SF3B4/ELAVL1/SRSF7/CPSF6/LARP7/PABPN1/ALYREF/RBM12B/CPSF7/PPIL4/HNRNPLL/SREK1/TAF15/DAZAP1/RBM14-RBM4/RBM14/RBM15/HNRNPAB/RBM4/RBM12/SLTM/RALY/G3BP2/RBM19/IGF2BP2
F17	ARM-type_fold	45/556	21/556	274/7398	2.14	9.89907910510626e-10	45	274	556	7398	O00203/O00410/O14980/O60716/O60763/O75533/O94822/P52292/P53618/P55060/P63010/P78344/P78527/Q00610/Q04637/Q13200/Q14008/Q14669/Q14671/Q14974/Q15021/Q29RF7/Q5H9R7/Q5SRE5/Q5T4S7/Q5UIP0/Q5VYK3/Q6YHU6/Q7Z6Z7/Q86VP6/Q8IZL8/Q8TB72/Q8TCG1/Q8TEX9/Q92616/Q92973/Q93008/Q9BPX3/Q9HAV4/Q9HCG8/Q9NXF1/Q9UIA9/Q9Y4A5/Q9Y5L0/Q9Y6E2	AP3B1/IPO5/XPO1/CTNND1/USO1/SF3B1/LTN1/KPNA2/COPB1/CSE1L/AP2B1/EIF4G2/PRKDC/CLTC/EIF4G1/PSMD2/CKAP5/TRIP12/PUM1/KPNB1/NCAPD2/PDS5A/PPP6R3/NUP188/UBR4/RIF1/ECPAS/THADA/HUWE1/CAND1/PELP1/PUM2/CIP2A/IPO4/GCN1/TNPO1/USP9X/NCAPG/XPO5/CWC22/TEX10/XPO7/TRRAP/TNPO3/BZW2
